id	count	hate_speech	offensive_language	neither	class	tweet
62	3	0	3	0	1	"""@ARIZZLEINDACUT: Οι γυναίκες πιστεύουν ότι η χρονολόγηση ενός μουνιού είναι χαριτωμένη τώρα; http://t.co/VxBJg26Gsz"" πώς το κάνει αυτό το πράγμα τον κάνει μουνί; "
63	3	0	0	3	2	"""@ Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad "
64	3	0	3	0	1	"""@AdoreBellaaa: Έχετε ρωτήσει ποτέ την σκύλα σας για άλλες σκύλες - kanye φωνή"" Ναι "
65	3	0	3	0	1	"""@AdoreZoey: Πώς πήγατε τη σκύλα σας σε ένα παιχνίδι στο οποίο γνωρίζετε τους φίλους σας ;! & # 128553; & # 128553; & # 128553; & # 128553;"" ΟΡΚΙΖΟΜΑΙ!!!!! "
66	3	0	1	2	2	"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof και καυτές σόλες "
67	3	0	1	2	2	"""@Allyhaaaaa: Η Lemmie τρώει ένα Oreo και κάνε αυτά τα πιάτα."" Ένα oreo; Χαχαχα "
68	3	0	3	0	1	"""@Almightywayne__: @JetsAndASwisher @Gook____ σκύλα σκατά σου http://t.co/pXmGA68NC1"" ίσως θα γίνεις καλύτερος. Απλώς http://t.co/TPreVwfq0S "
69	3	1	2	0	1	"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" θα μπορούσατε παρακαλώ να χρησιμοποιήσετε πλήρεις προτάσεις; "
70	3	0	0	3	2	"""@ ArizonasFinest6: Γιατί το emoji doe μελιτζάνας;"" Λέει ότι έμοιαζε με κραυγή "
71	3	0	3	0	1	"""@AutoWorId: Hennessey Venom GT & # 128584; http://t.co/i8eGMnKaJ9"" αυτή είναι μια σέξι σκύλα "
72	3	0	3	0	1	"""@BOSSBYTCHH: Εκείνος μου μούτρα πιο υγρό και μετά μια κουρτίνα ντους .... # ahmesehwetness"" & lt; lmao !! "
73	3	0	3	0	1	"""@ BRO_HEN314: #Eaglesnation και κάθε #Eagles πρέπει να δει αυτή τη φωτογραφία που μόλις δημοσίευσα επειδή αυτή η σκύλα είπε μόλις το πιο ρατσιστικό σκατά"" "
74	3	1	2	0	1	"""@BVSEDCHINK: Γεια σου σκέιτμπορντ, όλοι εσείς κάποιοι ξυλοπόδαροι, η μπάλα είναι ζωή http://t.co/VBCzP6HMT7""  @AmJemieBenn "
75	3	0	1	2	2	"""@BabyAnimalPics: Ώρα για μπάνιο στο μωρό μαϊμού http://t.co/7KPWAdLF0R""  Ωχ! Αυτό είναι τόσο ευχάριστο! "
76	3	0	3	0	1	"""@BaylaaGottaBody: & # 128514; & # 128514; & # 128514; & # 128514; Δεν είμαι σκατά."" Γαμώτο Skippy lol "
77	3	1	2	0	1	"""@BeEasyJrizzy: σκοτώνεις ποτέ ένα μυρμήγκι στο πεζοδρόμιο και σκέφτεσαι τι γίνεται αν αυτός ο nigga βρισκόταν στο δρόμο του για να πάρει λίγο μουνί"" Όχι bs πρέπει να έχει & 30% πιθανότητα "
78	3	0	3	0	1	"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 δαχτυλίδια 0 mvps 0 bitches lol "
79	3	1	2	0	1	"""@BeenFLYnSolo: οι άνθρωποι μιλούν άσχημα για το γκέτο / κουκούλα ... αλλά καθώς ένα παιδί μεγαλώνει, ένα nigga είχε διασκέδαση!"" "
80	9	0	7	2	1	"""@BestProAdvice: Τα γεγονότα σχετικά με τα τατουάζ ... τατουάζ http://t.co/ZwnbhpDZ8e"" είναι ένα μουνί χωρίς να τους τατουάζ "
81	3	0	3	0	1	"""@ Bill215_: & # 128175; & # 128175; RT @nel_ayden Οι Bitches θέλουν να συμπεριφέρονται σαν niggas τόσο άσχημα"" # 128553; & # 128553; & # 128553; .. "
82	3	0	3	0	1	"""@ BitchJones92: Απολαύστε σκύλα! Http://t.co/R37CejCjou"" woof woof "
83	3	1	2	0	1	"""@BlackChiquitita: Ουάου. RT @thatmanpalmer είμαι χαμένος. Είναι αυτά τα τρυπήματα στο μπλουτσεκ; http://t.co/yn6guyOUQ6"" ναι είναι σκαπάνη "
84	3	0	3	0	1	"""@BlackNerdJade: Εντάξει, αδερφέ."" Θα προτιμούσε να είναι μια σπασμένη σκύλα; * απαξιές * θα πρέπει να μου πει πώς λειτουργεί γι 'αυτήν "
85	3	2	1	0	0	"""@ Blackman38Tide: @WhaleLookyHere @ HowdyDowdy11 queer"" gaywad "
87	3	0	3	0	1	"""@BrokenPiecesmsc: @ItsNotAdam fagot διάβασε τα tweets μου μετά από dat k"" δεν ήταν καν αστείο lol "
88	3	0	3	0	1	"""@BrosConfessions: Αυτή η σκύλα ήταν τόσο αχάριστη http://t.co/06e77bGwbx"" fr ..... LULWHORE "
89	3	0	3	0	1	"""@CASHandBOOBIES: Μου απήχθησαν σκύλα"" "
90	3	3	0	0	0	"""@ CB_Baby24: @white_thunduh επίσης "
91	3	1	2	0	1	"""@CCobey: @AydanMcCoy χρόνια πολλά nigs"" Ευχαριστώ yo "
92	6	1	5	0	1	"""@CHlLDHOODRUINER: όταν ο δάσκαλός σου σάς λέει ότι έχετε εργασία στο σπίτι https://t.co/RKk5vawIj1"" αυτή η σκύλα πρέπει να φύγει !!! "
93	3	1	2	0	1	"""@ CaelanG15:"" @ 22EdHam: @ CaelanG15 ότι η nigga έτρωγε εκείνη τη σκαπάνη lol ""Hell Yea lol john Paul"" η nigga είπε john paul .. http://t.co/OSIpBKPr9h "
94	3	0	3	0	1	"""@CanIFuckOrNah: Τι θα κάνατε αν τα άσχημα φαλακρά σκύλα έκαναν αν σταματήσουν να κάνουν μακιγιάζ και ύφανση;"" "
95	3	1	2	0	1	"""@ CarelessOne92: Τα φύλλα κερδίζουν καλύτερα αυτό το καταραμένο παιχνίδι, έτσι μπορώ να πάω ταραχές και σκατά #EarlyChristmas"" καλύτερα να αρχίσετε να λεηλατείτε το nig μου "
96	3	0	3	0	1	"""@CauseWereGuys: Η επιστροφή στο σχολείο είναι πιο χάλια από τις τσάπες που την παρακολουθούν."" "
97	3	0	3	0	1	"""@CauseWereGuys: Ετοιμάζομαι να γαμήσω σκύλα http://t.co/j906T5zE2R"" εγώ ως 9 χρονών "
98	3	0	3	0	1	"""@CeleyNichole: @white_thunduh πώς μπορείτε να μην μου φέρετε ποτέ φαγητό"" δεν έχω καθυστέρηση αυτοκινήτου "
99	3	0	3	0	1	"""@ChadMFVerbeck: Εάν ο Richnow δεν εμφανιστεί με hella tinder hoes Δεν είμαι πια φίλος του"" ψύχρα έφερα σαν 8 άτομα "
100	3	1	2	0	1	"""@ChandlerParsons: Τι τους λένε Cowboys !!!!"" Κλείσιμο μουνί "
101	3	0	3	0	1	"""@ClicquotSuave: LMAOOOOOOOOOOOO αυτό το nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" & lt; σκύλα θέλει συμπαθεί για κάποια καταθλιπτική σκατά .. "
102	3	0	3	0	1	"""@Coley_Cee: @lil_aerii κορίτσι που ξέρεις ότι έφτασα αυτό το σκατά σε σένα & θα πήγαινε lbvs"" σκύλα παρακαλώ "
103	3	0	3	0	1	"""@Coley_Cee: Επιτρέψτε μου να κάνω μερικά tweets από τη σελίδα του cuzzo, οπότε δεν θα μπω στη φυλακή του twitter."" "
104	3	0	2	1	1	"""@ComedyPosts: Το Harlem shake είναι μια δικαιολογία για να καθυστερήσουμε για 30 δευτερόλεπτα."" "
105	3	0	3	0	1	"""@ComedyTruth: amen miley & # 128591; http://t.co/P2Kb2tfyxr""okay, αλλά δεν χρειάζεται να συμπεριφέρεται σαν σκαπάνη, ακριβώς επειδή είναι"" συναισθηματικά κατεστραμμένη ""foh "
106	3	0	3	0	1	"""@CoryBandz: το να έχεις μια πιστή γυναίκα είναι πολύ καλό από το να έχεις τσάπες, idc & # 128175;"" "
107	3	0	3	0	1	"""@Crhedrys: Pussy licking pussy .... meow meow # StopWhitePeople2014 & # 128049; https://t.co/KeegDCjS5K&#8221;"" """" ""  & # 128533; "
108	3	0	3	0	1	"""@DBAB_Holloway: Ρίξτε μια ματιά στον 12ο άντρα μας. #CowboysNation"" ακόμη και με όλους αυτούς τους φανταστικούς θαυμαστές στα περίπτερα "
109	3	0	3	0	1	"""@DGotBricks: Τι τους συμβαίνει vixen ent bitches"" έτρεξαν και πέταξαν στο πλάι σαν σκύλα "
110	3	0	3	0	1	"""@DaeDaviDavie: @white_thunduh είμαι ο σκύλος εντάξει γυμνά pat & # 128554; & # 128527; & # 128056;"" Ουάου "
111	3	3	0	0	0	"""@DevilGrimz: @VigxRArts είσαι γκέι, σκαπάνη με μαύρη λίστα"" Κρατώντας το #TehGodClan ούτως ή άλλως http://t.co/xUCcwoetmn "
112	3	0	3	0	1	"""@DiamondLoudKush: Το λάθος είναι λάθος με αυτές τις σκύλες;"" Κανείς δεν ξέρει "
113	3	0	3	0	1	"""@ Dietrich1892: Yall shut up: p"" κάνε με σκύλα "
114	3	1	2	0	1	"""@DionaIrish: Μισώ έναν σκύλα τύπου"" είμαι έγκυος ""."" "
115	3	0	3	0	1	"""@DoYou_Q: Έχω σκύλες στο DM αλλά δεν έχω διαβάσει ποτέ"" που είναι η πρώτη σου 3 "
116	3	0	0	3	2	"""@DomWorldPeace: Σεζόν μπέιζμπολ για τη νίκη. #Yankees"" Εκεί ξεκίνησε η αγάπη "
117	3	0	3	0	1	"""@Dommoneek: Λίγο ηλίθιο σαν σκύλα δεν το γαμώω με το yoooooouuuu .."" "
118	3	0	3	0	1	"""@DreadheadAri: με ρώτησε πραγματικά ότι ο γαμπρός είναι πολύ σοβαρός, το μόνο που μπορούσα να πω ήταν"" σκύλα σκύλα ""LOL "
119	3	0	0	3	2	"""@DunderbaIl: Είμαι νωρίς πουλί και είμαι κουκουβάγια, οπότε είμαι σοφός και έχω σκουλήκια."" "
120	3	0	1	2	2	"""@EdgarPixar: Η υπερβολική δόση βαρέων ναρκωτικών δεν ακούγεται κακό απόψε."" Κάνω αυτό το σκατά μουνί κάθε μέρα. "
121	3	0	0	3	2	"""@ El_Grillo1: Pit Bulls που φωτογραφήθηκαν ως υπέροχα πλάσματα παραμυθιού http://t.co/Q0Sm89oOLh&#8221;  Είναι * πλάσματα παραμυθιού. "
122	3	0	3	0	1	"""@Ferocious_Ghost: @ 1stName_Bravo Ω."" ... φανταχτε, μην μου tweet ""aw"" για μένα lol "
123	3	0	0	3	2	"""@ FloKid88: Όσο τα σκουπίδια των Lakers από τώρα και στο εξής, θα μπορούσα απρόσεκτα. Και αυτό είναι πραγματικό."" CC: @BENBALLER χαχαχα "
124	3	0	3	0	1	"""@Frosstyy_: @ h0rheyd Δεν έχω πει τίποτα"" φιλά με και μετά φαντάζομαι "
125	3	0	0	3	2	"""@FunnyPicsDepot: αυτό το"" Παίζω ποδόσφαιρο, εξαπατώ κορίτσια και φοράω χακί χρωματισμένα φορτία ""κούρεμα http://t.co/ZUai7qWBIR"" & # 128514; Ναι "
126	3	0	3	0	1	"""@ G27Status: Θα μπορούσα να πάω για μια παχιά σκύλα στην αγκαλιά μου"" ίδια "
127	3	0	3	0	1	"""@GEDMelle: 17 αναπάντητες κλήσεις !!!! & # 128544; & # 128545;"" Das yo P.O bitch twitter finna be cryn #FreeMoneyMelle "
128	6	0	6	0	1	"""@GTM_Al: Ναι, η σκύλα πρέπει να ξέρει ότι είναι οι κανόνες σε αυτό το σκατά .. οποιοσδήποτε σας ρωτάει τον ξάδερφό μου από το Τζέρσεϋ για να κινείται"" lmmfao & # 128514; & # 128514; & # 128514; & # 128514 "
129	3	0	3	0	1	"""@ GagaTom1: & # 8220; @MaleFoot: 3 | Λατρεύω τα πόδια http://t.co/4QE1hDkK8i&#8221;"" σκατά ναι "
130	3	0	3	0	1	"""@GirlThatsVonte: Αυτές οι τσάπες σκέφτονται ότι το κρέας δεν θα χτυπάει τους κώλο & # 128564; & # 128075;"" αιννα bruh "
131	3	0	3	0	1	"""@GirlThatsVonte: Όλοι οι σκύλοι δεν έχουν άκρες να κάνουν το πιο μιλάμε & # 128553; & # 128564; & # 9995;"" & # 128514; & # 128514; & # 128514; "
132	3	0	3	0	1	"""@GirlThatsVonte: Θα συνεχίσετε να φεύγετε ή να φέρετε φέτος;"" "
133	3	0	3	0	1	"""@Girllssues: Θέλω να κάνω σεξ με τη μαμά μου να την γαμήσω ακριβώς σε εκείνο το μουνί από όπου ήρθα"" "
134	6	0	6	0	1	"""@ Gizzy_Jones94: Αν σε φιλάει με τα μάτια της ανοιχτά προσέξτε αυτή τη σκύλα!"" "
135	3	0	3	0	1	"""@Goofstroop: Θα μπορούσες να κάνεις μια σκαπάνη & # 128563; & # 128586;"" "
136	3	0	3	0	1	"""@Gotti_LTF: Happy Birthday Bitch Ass Nigga @JetsAndASwisher"" προετοιμάζει αυτή τη σκύλα να κυλήσει! "
137	3	0	3	0	1	"""@HBMostDope: @ 1Jayee @PipinHoes συνήθιζε να στέλνει αυτή τη σκύλα"" "
138	6	0	6	0	1	"""@HBMostDope: Οι άσχημοι σκύλοι είναι σαν να είμαι το δικό μου WCW, σκύλα, δεν είσαι κανένας άλλος & # 128514; & # 128514;"" "
139	3	1	2	0	1	"""@HaloTGMG: @ 1stName_Bravo nigga ξέρεις ότι χαζεύουμε τσάπες."" ... ναι, δεν πετάω κανένα βλέμμα "
141	3	1	2	0	1	"""@HeartlessFuck: Χαίρομαι που βγαίνω από την Ατλάντα. Τίποτα άλλο από ένα μάτσο niggas στην« έξοδο από τη φυλακή »και χαζές σκύλες με τρελά παιδιά. "
142	3	0	1	2	2	"""@HermosaAlma: Αυτό δεν είναι γκέτο ..... είναι έξυπνο https://t.co/MPAzQ3Jswf"" Κάνω αυτό το idc "
143	3	0	2	1	1	"""@HiImJoriB: Θα ήθελα να κάνω σύζυγο μόνο με μια σκαπάνη, γιατί δεν θα νοιαζόμασταν να εξαπατούμε ο ένας τον άλλον."" ... γιατί να αναγκάσεις τη σχέση πρώτα; "
144	3	0	3	0	1	"""@HornyFacts: Το να είσαι ανύπαντρος δεν είναι δικαιολογία για να γίνεις τσάπα @TheOneMiss_Luu "
145	3	1	2	0	1	"""@ HoskinsTy96: Λευκό αγόρι σκύλα"" μαύρη δύναμη σκύλα "
146	3	0	3	0	1	"""@ Hudgens_11: Ας μεθυστούμε, να πνίξεις, σκατά σκατά σπινθήρες και σκατά!"" Οι λευκοί φίλοι δεν έχουν ψύχρα. "
147	3	0	3	0	1	"""@IScoutGirls: @verbally_abrupt σκύλα που ήσουν"" Σε όλο τον κόσμο και πίσω. Πού ήσουν? "
148	3	0	3	0	1	"""@ItsYahBoiRay: @anelylove, αν δεν πάρω το πουλί μου σε ένα πάρτι από μια κακή σκύλα, έχω πάει να το ξεκινώ & # 128514; & # 128514; & # 128514; & # 128514;"" * από @anelylove * "
149	3	0	2	1	1	"""@Itsyesie: Ο #oomf είναι πολύ χαριτωμένος. Αλλά μάλλον έχει πολλές τσάπες."" "
150	3	0	3	0	1	"""@ JAYten9: Σε κάθε γελοιογραφία τους πάντοτε ένα @ _nuffsaid15 σώζει αυτές τις τσάπες lmao. "
151	3	0	1	2	2	"""@JReebo: Ποιος θέλει να μπει στη μύτη σε αυτά τα κακά bois τότε #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and πόδια "
152	3	0	3	0	1	"""@JamesyNBA: Μακάρι να ήμουν σκύλα σαν τον αδερφό μου keezy & # 128530;"" ooooow στοιχηματίζω ότι το κάνεις "
153	6	0	6	0	1	"""@JasminePore: Αν ντυθείς ως γάτα για το Halloween είσαι βασικός."" ... ή ένα μουνί "
154	4	0	4	0	1	"""@Jewelxo: Μπορεί το pornhub να αποκτήσει απλώς μια λειτουργία ροής τυχερού παιχνιδιού, ώστε αυτές οι χαζές σκύλες να μπορούν να το κάνουν"" @Pornhub να το καταλάβει Katie & lt; 3 "
155	3	0	3	0	1	"""@JoeBudden: σταματήστε να φοβάσαι να την πνίξει κατά τη διάρκεια του σεξ, σκύλα. Λέει ο τύπος που χτυπά τις γυναίκες από το κρεβάτι. FOH "
156	3	0	3	0	1	"""@ Johnny55Perez: @white_thunduh ha καλά υποθέτω ότι τους κάνω σκαπάνες πιστούς αδερφέ"" δεν θα είναι ποτέ πιστοί ότι σκαρφαλώνουν το nig μου "
157	6	0	6	0	1	"""@KazAtta: @ 1TAKEHOV Ω άνθρωπος .."" είναι οι 5 π.μ. "
158	3	0	3	0	1	"""@KelsieBelsi: Δεν είσαι άντρας αν αναφέρεσαι σε κάθε κορίτσι σαν σκύλα"" "
159	3	0	3	0	1	"""@KeyshawnSwag: Lmfao αυτή η γάτα άρχισε να χτυπάει τα σκατά από μένα"" το nigga μου πήρε επιτέλους κάποιο μουνί ;!; Η ΝΙΓΚΑ ΜΟΥ !!! "
160	3	0	1	2	2	"""@KeyshawnSwag: Ξεφλουδίστε το φλούδα φέρε το πίσω πίσω προς τα πίσω, όπου είμαι από τους μετακινούν Shaq από τη γραμμή"" ooooow που είπε ότι τα σκουπίδια !!? "
161	3	0	2	1	1	"""@KingCuh: @ 16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays ..... χαχα "
162	3	0	3	0	1	"""@ KingHendo95: @VonDreaam naw είναι η παλιά μου ταινία. Νέο εξώφυλλο. Το επερχόμενο mixtape μου είναι #KingOfTheHill"" Ναι, περιμένω αυτή τη σκαπάνη Mayne! "
163	3	0	3	0	1	"""@KingTeej_: Ol βρώμικος σκύλα."" Αυτό ήταν πολύ αστείο για μένα. "
164	3	0	3	0	1	"""@ King_Shawn_6: @white_thunduh εκεί είναι που παίρνω τις κίτρινες σημαίες μου για να είμαι καταπληκτικός & # 128079; & # 128524;"" Γεια σου ΝΕΓΚΙ "
165	3	0	3	0	1	"""@KissMySmilee: Δεν έχω χρόνο για τις σκύλες να είναι ενεργές."" "
166	3	0	0	3	2	"""@KnightfanNeal #UCFPINKPARTY ελάτε να μείνετε ζωντανό έθνος ιππότες !!!!"" Αυτό είναι ακόμα το πρώιμο ειδικό πουλί #ComeAtMeUT "
167	3	0	2	1	1	"""@KyraNadiya_: Αυτές οι τσάπες δεν είναι πιστοί, όχι http://t.co/h1UBsVbkGl""  Smfh & amp; αναρωτιέμαι γιατί κανείς δεν τους θέλει αξιοπρεπείς "
168	3	0	3	0	1	"""@LCisTJ: Bruh, καρφιά συνεχίζεις να σκέφτομαι ότι είμαι μαλακός σαν κόλαση. Ρωτήστε το κορίτσι πόσες φορές φώναξε ότι ήταν η σκύλα μου. Ω, εντάξει. STFU."" Γεια σου! "
169	3	0	3	0	1	"""@LODYCASH: Οι ξηρές σκύλες μουνί το κατηγορούν πάντα στο προφυλακτικό & # 128514;"" & # 128079; & # 128514; & # 128079; & # 128514; "
170	3	0	3	0	1	"""@LUNAraps: Κλείσε τον σκύλα! Https://t.co/IemN1u0gm5"" & # 128557; & # 128514; "
171	3	0	3	0	1	"""@LaFlareGodJosh: Gucci Mane στη φυλακή και ρίχνοντας μίγματα κάθε μήνα και οι τσέπες δεν μπορεί καν να στείλει μήνυμα κειμένου"" "
172	3	0	3	0	1	"""@Latrobemark: Αγαπάτε αυτές τις τσάπες περισσότερο από ότι τα χρήματα χάνουν λάθος αυτά τα niggas"" "
173	6	0	6	0	1	"""@LeBronVuitton: Μια πιστή σκύλα από τα burbs χωρίς προβλήματα μπαμπά είναι σαν να βρεις ένα ολογραφικό Mewtwo."" ... ακούγεται σαν κι εμένα εκεί lol "
174	3	0	3	0	1	"""@LiLFridayHOE: Easy cum, easy hoe"" Αυτό είναι γεγονός! "
175	3	0	3	0	1	"""@LifeAsBros: Ο Charlie Sheen είναι πολύ πραγματικός http://t.co/gGGdK3kOV7"" σημαντικός σεβασμός για την Charlie Sheen. "
176	3	0	3	0	1	"""@Lightskingawdd: Μακάρι να είχα ένα bae & # 128533;""  Έχεις όλες τις τσάπες "
177	3	0	3	0	1	"""@ Lil_Mike_12: Γαμώτο σκύλα που μπορείς να μαγειρέψεις;"" "
178	3	0	3	0	1	"""@Linniekravitz: @WesGodLaFlare σκύλα wtf"" http://t.co/DaSmycxODB "
